373 854
1 3.333333e+000 -9.428090e+000 -5.000000e+001
2 -1.000000e+001 0.000000e+000 -5.000000e+001
3 3.333333e+000 -9.428090e+000 5.000000e+001
4 -1.000000e+001 0.000000e+000 5.000000e+001
5 3.333333e+000 9.428090e+000 -5.000000e+001
6 3.333333e+000 9.428090e+000 5.000000e+001
7 3.000000e+001 0.000000e+000 -5.000000e+001
8 3.000000e+001 0.000000e+000 5.000000e+001
9 -8.850282e+000 -4.655374e+000 5.000000e+001
10 -5.911599e+000 -8.065544e+000 5.000000e+001
11 -1.507715e+000 -9.885686e+000 5.000000e+001
12 -1.000000e+001 0.000000e+000 4.502167e+001
13 -1.000000e+001 0.000000e+000 4.004333e+001
14 -1.000000e+001 0.000000e+000 3.506500e+001
15 -1.000000e+001 0.000000e+000 3.008667e+001
16 -1.000000e+001 0.000000e+000 2.510833e+001
17 -1.000000e+001 0.000000e+000 2.013000e+001
18 -1.000000e+001 0.000000e+000 1.515167e+001
19 -1.000000e+001 0.000000e+000 1.017333e+001
20 -1.000000e+001 0.000000e+000 5.195000e+000
21 -1.000000e+001 0.000000e+000 2.166667e-001
22 -1.000000e+001 0.000000e+000 -4.761667e+000
23 -1.000000e+001 0.000000e+000 -9.740000e+000
24 -1.000000e+001 0.000000e+000 -1.471833e+001
25 -1.000000e+001 0.000000e+000 -1.969667e+001
26 -1.000000e+001 0.000000e+000 -2.467500e+001
27 -1.000000e+001 0.000000e+000 -2.965333e+001
28 -1.000000e+001 0.000000e+000 -3.463167e+001
29 -1.000000e+001 0.000000e+000 -3.961000e+001
30 -1.000000e+001 0.000000e+000 -4.476600e+001
31 -8.850282e+000 -4.655374e+000 -5.000000e+001
32 -5.911599e+000 -8.065544e+000 -5.000000e+001
33 -1.507715e+000 -9.885686e+000 -5.000000e+001
34 3.333333e+000 -9.428090e+000 4.502167e+001
35 3.333333e+000 -9.428090e+000 4.004333e+001
36 3.333333e+000 -9.428090e+000 3.506500e+001
37 3.333333e+000 -9.428090e+000 3.008667e+001
38 3.333333e+000 -9.428090e+000 2.510833e+001
39 3.333333e+000 -9.428090e+000 2.013000e+001
40 3.333333e+000 -9.428090e+000 1.515167e+001
41 3.333333e+000 -9.428090e+000 1.017333e+001
42 3.333333e+000 -9.428090e+000 5.195000e+000
43 3.333333e+000 -9.428090e+000 2.166667e-001
44 3.333333e+000 -9.428090e+000 -4.761667e+000
45 3.333333e+000 -9.428090e+000 -9.740000e+000
46 3.333333e+000 -9.428090e+000 -1.471833e+001
47 3.333333e+000 -9.428090e+000 -1.969667e+001
48 3.333333e+000 -9.428090e+000 -2.467500e+001
49 3.333333e+000 -9.428090e+000 -2.965333e+001
50 3.333333e+000 -9.428090e+000 -3.463167e+001
51 3.333333e+000 -9.428090e+000 -3.961000e+001
52 3.333333e+000 -9.428090e+000 -4.476600e+001
53 -1.321479e+000 9.912300e+000 5.000000e+001
54 -5.686864e+000 8.225544e+000 5.000000e+001
55 -8.806728e+000 4.737251e+000 5.000000e+001
56 3.333333e+000 9.428090e+000 4.446316e+001
57 3.333333e+000 9.428090e+000 3.935965e+001
58 3.333333e+000 9.428090e+000 3.424737e+001
59 3.333333e+000 9.428090e+000 2.871930e+001
60 3.333333e+000 9.428090e+000 2.361579e+001
61 3.333333e+000 9.428090e+000 1.847474e+001
62 3.333333e+000 9.428090e+000 1.297544e+001
63 3.333333e+000 9.428090e+000 7.871930e+000
64 3.333333e+000 9.428090e+000 2.702105e+000
65 3.333333e+000 9.428090e+000 -2.768421e+000
66 3.333333e+000 9.428090e+000 -7.871930e+000
67 3.333333e+000 9.428090e+000 -1.307053e+001
68 3.333333e+000 9.428090e+000 -1.851228e+001
69 3.333333e+000 9.428090e+000 -2.361579e+001
70 3.333333e+000 9.428090e+000 -2.884316e+001
71 3.333333e+000 9.428090e+000 -3.425614e+001
72 3.333333e+000 9.428090e+000 -3.935965e+001
73 3.333333e+000 9.428090e+000 -4.461579e+001
74 -1.321479e+000 9.912300e+000 -5.000000e+001
75 -5.686864e+000 8.225544e+000 -5.000000e+001
76 -8.806728e+000 4.737251e+000 -5.000000e+001
77 8.265600e+000 -7.684271e+000 -5.000000e+001
78 1.369920e+001 -5.763203e+000 -5.000000e+001
79 1.913280e+001 -3.842135e+000 -5.000000e+001
80 2.456640e+001 -1.921068e+000 -5.000000e+001
81 2.456533e+001 1.921445e+000 -5.000000e+001
82 1.913067e+001 3.842890e+000 -5.000000e+001
83 1.369600e+001 5.764334e+000 -5.000000e+001
84 8.261333e+000 7.685779e+000 -5.000000e+001
85 8.265600e+000 -7.684271e+000 5.000000e+001
86 1.369920e+001 -5.763203e+000 5.000000e+001
87 1.913280e+001 -3.842135e+000 5.000000e+001
88 2.456640e+001 -1.921068e+000 5.000000e+001
89 2.456533e+001 1.921445e+000 5.000000e+001
90 1.913067e+001 3.842890e+000 5.000000e+001
91 1.369600e+001 5.764334e+000 5.000000e+001
92 8.261333e+000 7.685779e+000 5.000000e+001
93 3.000000e+001 0.000000e+000 4.411765e+001
94 3.000000e+001 0.000000e+000 3.823529e+001
95 3.000000e+001 0.000000e+000 3.235294e+001
96 3.000000e+001 0.000000e+000 2.647059e+001
97 3.000000e+001 0.000000e+000 2.058824e+001
98 3.000000e+001 0.000000e+000 1.470588e+001
99 3.000000e+001 0.000000e+000 8.823529e+000
100 3.000000e+001 0.000000e+000 2.941176e+000
101 3.000000e+001 0.000000e+000 -2.941176e+000
102 3.000000e+001 0.000000e+000 -8.823529e+000
103 3.000000e+001 0.000000e+000 -1.470588e+001
104 3.000000e+001 0.000000e+000 -2.058824e+001
105 3.000000e+001 0.000000e+000 -2.647059e+001
106 3.000000e+001 0.000000e+000 -3.235294e+001
107 3.000000e+001 0.000000e+000 -3.823529e+001
108 3.000000e+001 0.000000e+000 -4.411765e+001
109 -6.110490e+000 -7.915928e+000 4.523411e+001
110 -1.446304e+000 -9.894857e+000 4.654652e+001
111 -9.010794e+000 -4.336540e+000 4.311808e+001
112 -8.751458e+000 -4.838593e+000 3.300874e+001
113 -8.150037e+000 -5.794557e+000 2.337257e+001
114 -8.244365e+000 -5.659545e+000 1.328446e+001
115 -8.465483e+000 -5.323119e+000 3.333314e+000
116 -8.126828e+000 -5.827064e+000 -6.429806e+000
117 -8.135298e+000 -5.815232e+000 -1.646116e+001
118 -8.063671e+000 -5.914154e+000 -2.648137e+001
119 -7.990912e+000 -6.012098e+000 -3.682351e+001
120 -7.686719e+000 -6.396433e+000 -4.573259e+001
121 -1.479937e+000 -9.889883e+000 4.227111e+001
122 -1.703098e+000 -9.853906e+000 3.749031e+001
123 -3.434653e+000 -9.391653e+000 3.203268e+001
124 -3.164804e+000 -9.485990e+000 2.682543e+001
125 -3.041056e+000 -9.526383e+000 2.176070e+001
126 -3.109613e+000 -9.504226e+000 1.654028e+001
127 -3.416226e+000 -9.398372e+000 1.128688e+001
128 -1.008579e+000 -9.949008e+000 7.077052e+000
129 -3.106051e+000 -9.505391e+000 2.144826e+000
130 -2.989614e+000 -9.542652e+000 -2.993276e+000
131 -2.948219e+000 -9.555522e+000 -8.116870e+000
132 -2.935056e+000 -9.559574e+000 -1.306338e+001
133 -2.936933e+000 -9.558997e+000 -1.813778e+001
134 -2.952183e+000 -9.554298e+000 -2.309577e+001
135 -2.884395e+000 -9.574981e+000 -2.806042e+001
136 -2.782840e+000 -9.604988e+000 -3.316869e+001
137 -2.202820e+000 -9.754362e+000 -3.823577e+001
138 -2.585701e+000 -9.659925e+000 -4.435120e+001
139 -8.127335e+000 -5.826356e+000 1.835601e+001
140 -8.258148e+000 -5.639415e+000 2.837945e+001
141 -9.018146e+000 -4.321232e+000 3.797536e+001
142 -8.534780e+000 -5.211289e+000 8.299226e+000
143 -8.144585e+000 -5.802218e+000 -1.516993e+000
