4086	7830
1	65953.776801517	-9861.39162201	-9786.49178961
2	106436.94587712	-9553.890794749	-8537.72845065
3	65933.483043887	-8797.015693233	-9083.249918806001
4	155288.62312806	-30371.57787836	0
5	155288.62312818	-7380.715559573	0
6	16432.349753901	-25331.2850439	0
7	16432.34975938	-2467.503247903	0
8	211751.07815999	-25218.82733133	-2269.333616228
9	194776.81244227	-25259.00668341	-5138.375937514999
10	194684.95330582	-26207.70388764	-4898.520053372
11	215287.34676473	-30736.02020333	0
12	215287.3467451	-25568.39077341	0
13	211800.898413	-30794.37050446	0
14	160709.82542063	-30478.28834625	-640
15	160106.902587	-30496.06526011	0
16	-20282.84273617	-10661.72068292	0
17	-20282.8429567	-8771.163266886999	0
18	-11402.40626836	-16063.82469701	0
19	-11402.40627443	-4314.466908407	0
20	160709.82542063	-30920.264367	-640
21	160106.902587	-30920.264367	0
22	208556.15457449	-70070.62506872999	0
23	220805.95945745	-70070.62506872999	0
24	209049.69362012	-70070.62506872999	-639.9999999969999
25	167567.02459927	-34210.73907625	0
26	168164.54259195	-34210.73907625	-640.0000000079999
27	211800.898413	-30920.264367	0
28	212557.74777762	-34210.73907625	0
29	194776.81244224	-25392.98076769	-5892.424132200001
30	194608.22942646	-25454.69322685	-5881.459487939
31	194488.20150276	-25551.59092911	-5864.243372279
32	194409.67807896	-25666.496358	-5843.827767911
33	194369.62235967	-25780.45195681	-5823.580922805
34	194358.32780128	-25898.48983552	-5802.608766354
35	194376.08381507	-26017.80591815	-5781.409507445
36	194431.47209368	-26145.11188476	-5758.790661038
37	194531.03325771	-26262.35105663	-5737.960413318
38	194684.95330578	-26353.9580384	-5721.684316408
39	205851.9543351	-27561.15227647	-5507.198367984001
40	211751.07815982	-25848.18336054	-5811.546874798
41	208853.91838953	-25277.95756259	-5912.860662891
42	206747.34622654	-24993.69438782	-5963.366583769
43	218330.04408139	-32507.1331331	-42083.39026994
44	212101.21015906	-32210.79185362	-42136.04219411
45	212056.08584584	-32897.04442473	-42014.1134441
46	106436.94587712	-9553.890794749	-12000
47	65933.483043887	-8797.015693233	-12000
48	65953.776801517	-9861.39162201	-12000
49	104428.16986772	-9851.026353198	-12000
50	122470.65415056	-21771.36952842	-117881.5787548
51	122058.75545907	-21638.76700108	-117903.8093671
52	114242.64541028	-22129.39508447	-117821.5563069
53	114255.77130766	-21177.69061407	-117981.1081187
54	65953.776801517	-9861.39162201	9786.49178961
55	106436.94587712	-9553.890794749	8537.72845065
56	65933.483043887	-8797.015693233	9083.249918806001
57	16432.349753901	-25331.2850439	0
58	16432.34975938	-2467.503247903	0
59	155288.62312818	-7380.715559573	0
60	155288.62312806	-30371.57787836	0
61	211751.07815999	-25218.82733133	2269.333616228
62	194776.81244227	-25259.00668341	5138.375937514999
63	194684.95330582	-26207.70388764	4898.520053372
64	211800.898413	-30794.37050446	0
65	160709.82542063	-30478.28834625	640
66	160106.902587	-30496.06526011	0
67	215287.3467451	-25568.39077341	0
68	215287.34676473	-30736.02020333	0
69	-20282.84273617	-10661.72068292	0
70	-20282.8429567	-8771.163266886999	0
71	-11402.40627443	-4314.466908407	0
72	-11402.40626836	-16063.82469701	0
73	160709.82542063	-30920.264367	640
74	160106.902587	-30920.264367	0
75	208556.15457449	-70070.62506872999	0
76	220805.95945745	-70070.62506872999	0
77	209049.69362012	-70070.62506872999	639.9999999969999
78	168164.54259195	-34210.73907625	640.0000000079999
79	167567.02459927	-34210.73907625	0
80	211800.898413	-30920.264367	0
81	212557.74777762	-34210.73907625	0
82	194684.95330578	-26353.9580384	5721.684316408
83	194531.03325771	-26262.35105663	5737.960413318
84	194431.47209368	-26145.11188476	5758.790661038
85	194376.08381507	-26017.80591815	5781.409507445
86	194358.32780128	-25898.48983552	5802.608766354
87	194369.62235967	-25780.45195681	5823.580922805
88	194409.67807896	-25666.496358	5843.827767911
89	194488.20150276	-25551.59092911	5864.243372279
90	194608.22942646	-25454.69322685	5881.459487939
91	194776.81244224	-25392.98076769	5892.424132200001
92	211751.07815982	-25848.18336054	5811.546874798
93	205851.9543351	-27561.15227647	5507.198367984001
94	206747.34622654	-24993.69438782	5963.366583769
95	208853.91838953	-25277.95756259	5912.860662891
96	218330.04408139	-32507.1331331	42083.39026994701
97	212101.21015906	-32210.79185362	42136.04219411
98	212056.08584584	-32897.04442473	42014.113444107
99	65933.483043887	-8797.015693233	12000
100	106436.94587712	-9553.890794749	12000
101	65953.776801517	-9861.39162201	12000
102	104428.16986772	-9851.026353198	12000
103	122470.65415056	-21771.36952842	117881.5787548
104	122058.75545907	-21638.76700108	117903.80936719
105	114242.64541028	-22129.39508447	117821.55630698
106	114255.77130766	-21177.69061407	117981.10811877
107	69314.89451800895	-10289.72967881457	-9961.460128862425
108	72687.86948877772	-10635.97244776144	-10081.53340643474
109	76069.66534599882	-10899.66952479028	-10153.92623180067
110	79457.53630685464	-11080.6054334191	-10184.47674037601
111	82848.94083476475	-11178.54273419038	-10173.5902102152
112	86241.32975409718	-11193.41824371048	-10120.60026049911
113	89632.07833365852	-11125.30615480875	-10023.22642869083
114	93018.3072064154	-10974.38927599927	-9875.18795552667
115	96396.70103235102	-10740.95095690014	-9667.60249559608
116	99763.21710531495	-10425.59360284863	-9388.185657949522
117	103112.5163621824	-10029.32219651605	-9019.63132113366
118	103091.6451923594	-9077.166174756343	-8212.97402727894
119	99732.41436554794	-8674.696382789814	-7935.044946260088
120	96360.65284203364	-8346.937623338832	-7717.517152507654
121	92978.52015443932	-8094.300624189715	-7573.515296456547
122	89589.13180698322	-7917.304618313714	-7509.901355358777
123	86196.10445965099	-7816.238257170142	-7530.575013295802
124	82803.22425623311	-7791.143377878578	-7635.834885530327
125	79413.89431593702	-7841.879327459722	-7818.371459623144
126	76030.78837649123	-7968.184608251077	-8067.833891822394
127	72655.71723030909	-8169.652982583515	-8371.185326061719
128	69289.76046857594	-8446.018198070336	-8714.36106173413
129	65489.44293547927	-9326.004424629473	-9464.495404812069
130	155288.6231278374	-29901.06564838976	-3219.472638164219
131	155288.6231276381	-28531.06278059169	-6170.781333197945
132	155288.6231274786	-26380.34736270117	-8612.668134404477
133	155288.6231273714	-23629.82772648759	-10351.72820508487
134	155288.6231273246	-20503.33903011326	-11254.90609717556
